question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-08_73,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Aviso Prévio Proporcional,"João, após completar 21 anos e dois meses de vínculo jurídico de emprego com a empresa EGEST ENGENHARIA, foi injustificadamente dispensado em 11/11/2011. No mesmo dia, seu colega de trabalho José, que contava com 25 anos completos de vínculo de emprego na mesma empresa, também foi surpreendido com a dispensa sem justo motivo, sendo certo que o ex-empregador nada pagou a título de parcelas resilitórias a ambos. Um mês após a rescisão contratual, João e José ajuízam reclamação trabalhista, postulando, dentre outras rubricas, o pagamento de aviso prévio.
À luz da Lei n. 12.506/2011, introduzida no ordenamento jurídico em 11/10/2011, que regula o pagamento do aviso prévio proporcional ao tempo se serviço, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:25Z
2012-08_74,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Data de pagamento do salário,"Um determinado empregador paga os salários dos seus empregados no primeiro dia útil do mês seguinte ao vencido. Encontrando-se em situação financeira delicada, pretende passar a honrar esta obrigação no 5º dia útil do mês subsequente ao vencido, como normalmente fazem os seus concorrentes.
A partir da hipótese apresentada, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:26Z
2012-08_75,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Invenção do Empregado,"Um cientista é contratado como empregado para trabalhar no setor de pesquisa de uma empresa, visando desenvolver atividade inventiva. Após três anos, com uso de equipamentos e insumos da empresa, o trabalhador inventa um novo maquinário, cuja patente é requerida e, em breve, introduzida no processo de produção, com previsão de alto lucro.
Na hipótese, caso nada tenha sido disposto a respeito, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:27Z
2012-08_76,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Representação em Audiência e Preposto,"A respeito do preposto no Processo do Trabalho, de acordo com a legislação, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:28Z
2012-08_77,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Conflito de Competência,"Se for instalado conflito de competência positivo entre dois juízes do Trabalho do Estado de Pernambuco, qual será o órgão competente para julgá-lo?",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:29Z
2012-08_78,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Competência em Embargos à Execução por Carta Precatória,"Em 30/7/2008 foi efetuada a penhora de um veículo BMW, modelo X1, por meio de carta precatória executória. Depois de devolvida a carta, o executado Eliezer Filho, proprietário do veículo, opôs embargos à execução em 4/8/2008, dirigindo essa ação incidental ao juízo deprecante. Em seus embargos, alegando a existência de um grosseiro vício, o embargante apontou para a irregularidade na avaliação do bem, uma vez que constou do auto da constrição judicial sua avaliação em R$ 15.000,00, montante muito abaixo do valor de mercado.
Logo, por força do princípio da execução menos onerosa ao devedor, requereu a reavaliação do bem, sob pena de nulidade da execução.
Com base nesse caso concreto, é correto afirmar que o juiz deprecante",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:30Z
2012-08_79,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Procedimento Sumaríssimo,"A respeito do procedimento sumaríssimo no processo do trabalho, assinale a afirmativa correta.",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:30Z
2012-08_80,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Custas Processuais,"Em relação ao valor das custas no processo do trabalho, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:31Z
2012-09_1,OBJETIVA,J2,llama321b,facil,Ética Profissional,Cobrança de Honorários,"Um advogado é contratado por um empresário para atuar em causas na área empresarial, formalizando contrato escrito e emitindo fatura para pagamento dos honorários ajustados. A partir de determinado momento o empresário passou a não pagar os honorários ajustados.
Consoante as regras do Código de Ética, o advogado para buscar o recebimento dos honorários pactuados, deverá",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:32Z
2012-09_2,OBJETIVA,J2,llama321b,facil,Ética Profissional,Atuação Simultânea como Advogado e Preposto,"O advogado Carlos é Presidente da empresa XYZ, com sede no Município Q. Em determinada data, a empresa é notificada para apresentar defesa em processo trabalhista ajuizado por antigo empregado da empresa. No dia da audiência designada, Carlos apresenta-se como preposto, vez que dirigente da empresa e advogado, por possuir habilitação profissional regular.
Observados tais fatos, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",C,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:32Z
2012-09_4,OBJETIVA,J2,llama321b,facil,Ética Profissional,Funções Privativas de Advogado,"Laura, advogada na área empresarial, após concluir o mestrado em renomada instituição de ensino superior, é convidada para integrar a equipe de assessoria jurídica da empresa K S/A . No dia da entrevista final, é inquirida pelo Gerente Jurídico da empresa, bacharel em Direito, sem inscrição na Ordem dos Advogados do Brasil, apesar de o mesmo ter logrado êxito no Exame de Ordem.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,C,False,True,"{{
  ""resposta_objetiva"": ""C""
}",2026-03-31T01:54:33Z
2012-09_5,OBJETIVA,J2,llama321b,medio,Ética Profissional,Requisitos para Inscrição de Advogado,"Sávio, aluno regularmente matriculado em Escola de Direito, obtém a sua graduação e, logo a seguir, aprovação no Exame de Ordem. Por força de movimento grevista na sua instituição, o diploma não pode ser expedido.
A respeito da inscrição no quadro de advogados, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:34Z
2012-09_6,OBJETIVA,J2,llama321b,medio,Ética Profissional,Atos do Estagiário,"Marcio é estagiário de Direito regularmente inscrito na Ordem dos Advogados do Brasil e atua sob supervisão da advogada Helena. Atuando em determinado processo, a advogada substabelece ao estagiário os poderes que lhe foram conferidos pelo cliente.
A respeito do caso apresentado, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:35Z
2012-09_7,OBJETIVA,J2,llama321b,facil,Ética Profissional,Conselhos Seccionais,"Assinale a afirmativa que indica como ocorrerá, em havendo necessidade, a criação de novos Conselhos Seccionais, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB.",D,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:35Z
2012-09_8,OBJETIVA,J2,llama321b,medio,Ética Profissional,Cancelamento e Licença,"José da Silva, advogado renomado, é acometido por doença mental considerada pela unanimidade dos médicos como incurável, perdendo suas faculdades de discernimento e sendo considerado absolutamente incapaz por sentença judicial.
Nos termos das regras estatutárias, sua inscrição como advogado será",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:36Z
2012-09_9,OBJETIVA,J2,llama321b,medio,Ética Profissional,Responsabilidade por Danos ao Cliente,"O advogado João, regularmente contratado para defender os interesses de José em Juízo, realiza a defesa regular em primeiro grau, mas não apresenta recurso de apelação contra sentença que julgou improcedente o pedido, mesmo havendo sólida fundamentação para modificar o decidido. O prejuízo causado ao cliente foi de R$ 10.000,00, parcialmente coberto por seguro realizado pela sociedade de advogados integrada por João.
Consoante as regras estatutárias, os prejuízos causados ao cliente acarretam a responsabilidade pessoal do sócio advogado de forma",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:37Z
2012-09_10,OBJETIVA,J2,llama321b,medio,Ética Profissional,Exceção à infração por advogar contra literal disposição de lei,"O advogado Cândido, conhecido pelas soluções criativas para resolver os problemas dos seus clientes, aduz, como tese defensiva, em ação de despejo por falta de pagamento, que a norma que autoriza tal desocupação forçada seria inconstitucional, pois caberia ao Estado fornecer habitação gratuita ou a preços módicos aos necessitados e, em caso de impossibilidade financeira, custear a moradia, pagando ao locador os valores devidos, a título de aluguel social.
Essa defesa foi considerada como contrária à disposição de lei que determina, como consequência do não pagamento dos alugueres, o despejo por falta de pagamento. Em razão disso, foi proferida sentença determinando a desocupação do imóvel e condenando o cliente do advogado Cândido ao pagamento dos alugueres devidos, bem como as demais verbas decorrentes da sucumbência. Além disso, determinou o magistrado a expedição de ofício à Ordem dos Advogados do Brasil para abertura de processo disciplinar.
Consoante as regras do Estatuto da Advocacia, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:37Z
2012-09_11,OBJETIVA,J2,llama321b,medio,Ética Profissional,Competência Disciplinar,"Caio é advogado que atua em três estados da federação, possuindo uma inscrição principal e duas suplementares, tendo em vista o número elevado de causas que possui. Em decorrência de conflitos ocorridos em função dos processos em que atua, foram instaurados três processos disciplinares, um em cada seccional onde atua.
De acordo com as normas do Estatuto da Advocacia, a competência para julgamento desses processos cabe ao",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:38Z
2012-09_12,OBJETIVA,J2,llama321b,medio,Ética Profissional,Sigilo profissional em relação a ex-clientes,"Mário advogou, por muitos anos, para a empresa “X”, especializada no ramo de cosméticos. Por problemas pessoais, afastou-se da advocacia empresarial por um período de dois anos. No retorno, passou a representar os interesses da empresa “Y”, também do ramo de cosméticos, e concorrente direta da empresa para quem anteriormente prestara serviços.
Quando da prestação de seus serviços à empresa “X”, Mário atuou em vários contratos em que constavam informações submetidas a segredo industrial, a que teve acesso exclusivamente em decorrência da sua atuação como advogado.
Observado tal relato, em consonância com as normas do Código de Ética da Advocacia, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:39Z
2012-09_13,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Habeas Corpus,"A respeito da ação de habeas corpus, assinale a afirmativa incorreta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:40Z
2012-09_14,OBJETIVA,J2,llama321b,facil,Direito Constitucional,Repartição de Competências,"O Estado W, governado por dirigente progressista, pretende realizar uma ampla reforma agrária no seu território para melhor dividir a terra, incluindo diversos desempregados na vida produtiva, apresentando, ainda, amplo programa de financiamento das atividades agrícolas. Com essa proposta política, resolve apresentar projeto de lei, criando formas de desapropriação e inovando nos procedimentos, dando característica sumária e permitindo o ingresso nos imóveis sem pagar indenização.
Quanto ao tema em foco, legislação sobre desapropriação, nos termos da Constituição Federal, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:41Z
2012-09_15,OBJETIVA,J2,llama321b,facil,Direito Constitucional,Competência do Congresso Nacional,O Congresso Nacional aprova tratados internacionais por meio de:,D,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:42Z
2012-09_16,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Controle Difuso e Reserva de Plenario,"João ingressa com ação individual buscando a repetição de indébito tributário, tendo como causa de pedir a inconstitucionalidade da Lei Federal “X”, que criou o tributo.
Sobre a demanda, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:42Z
2012-09_17,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Inelegibilidades,"José da Silva, prefeito do Município “X”, integrante do Estado “Y”, possui familiares que pretendem concorrer a cargos elegíveis nas próximas eleições.
Sobre essa situação, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:43Z
2012-09_18,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Repartição de Competências,"O Estado ”X” possui Lei Ordinária, que dispõe sobre regras de trânsito e transporte. Determina essa lei a instalação de cinto de segurança em veículos de transporte coletivo de passageiros, impondo penalidades em caso de descumprimento. Inconformado com este diploma legal, o Governador do Estado deseja propor ação direta de inconstitucionalidade.
Neste caso, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:44Z
2012-09_19,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Saúde,"Com relação às diretrizes e normas constitucionais referentes à prestação da saúde, assinale a afirmativa correta.",B,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:45Z
2012-09_20,OBJETIVA,J2,llama321b,medio,Direito Internacional,Convenção para a Prevenção e a Repressão do Crime de Genocídio,"A Resolução 96 (I), de 11 de dezembro de 1946, da Assembleia Geral da Organização das Nações Unidas declarou que o genocídio é um crime contra o Direito Internacional.
Nesse passo, a Convenção para a Prevenção e Repressão do Crime de Genocídio afirmou que",D,D,True,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:45Z
2012-09_21,OBJETIVA,J2,llama321b,medio,Direito Internacional,Execução de Sentença,"O Pacto de São José da Costa Rica prevê que os Estados signatários devem cumprir com as decisões emanadas pela Corte Interamericana de Direitos Humanos. Uma das hipóteses de condenação consiste no pagamento, pelo Estado, de indenização compensatória à vítima da violação de direitos humanos.
Assinale a afirmativa que indica o procedimento a ser adotado, caso o Estado brasileiro não cumpra espontaneamente a sentença internacional que o obriga a pagar a indenização.",B,C,False,True,"{{
  ""resposta_objetiva"": ""C""
}",2026-03-31T01:54:46Z
2012-09_22,OBJETIVA,J2,llama321b,medio,Direito Internacional,Convenção Interamericana para Prevenir e Punir a Tortura,"Com relação à Convenção Interamericana para Prevenir e Punir a Tortura, ratificada pelo Brasil em 20 de julho de 1989, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:47Z
2012-09_23,OBJETIVA,J2,llama321b,medio,Direito Internacional,Organizações Internacionais - Organização das Nações Unidas (ONU),"Com base da Carta das Nações Unidas, assinale a afirmativa correta.",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:48Z
2012-09_24,OBJETIVA,J2,llama321b,dificil,Direito Internacional,Conflito de Leis no Espaço - Sucessão e Forma dos Atos,"José, de nacionalidade brasileira, era casado com Maria, de nacionalidade sueca, encontrando-se o casal domiciliado no Brasil. Durante a viagem de “lua de mel”, na França, Maria, após o jantar, veio a falecer, em razão de uma intoxicação alimentar. Maria, quando ainda era noiva de José, havia realizado testamento em Londres, dispondo sobre os seus bens, entre eles dois imóveis situados no Rio de Janeiro.
À luz das regras de Direito Internacional Privado, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:48Z
2012-09_25,OBJETIVA,J2,llama321b,medio,Direito Tributário,Imposto sobre Produtos Industrializados (IPI),"Acerca do Imposto sobre Produtos Industrializados, de competência da União, assinale a afirmativa que contempla duas de suas características.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:49Z
2012-09_28,OBJETIVA,J2,llama321b,medio,Direito Tributário,Imunidade Recíproca,"O procurador do município Gama decide contestar judicialmente a cobrança do ICMS discriminada na fatura da conta de luz do imóvel onde funciona a sede da prefeitura, alegando a condição de ente político para livrar-se da exação.
A demanda da municipalidade deverá ser",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:50Z
2012-09_29,OBJETIVA,J2,llama321b,facil,Direito Administrativo,Classificação dos Serviços Públicos,"Acerca dos serviços considerados como serviços públicos uti singuli, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:50Z
2012-09_30,OBJETIVA,J2,llama321b,medio,Direito Administrativo,Fase Declaratória,"A desapropriação é um procedimento administrativo que possui duas fases: a primeira, denominada declaratória e a segunda, denominada executória.
Quanto à fase declaratória, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:51Z
2012-09_31,OBJETIVA,J2,llama321b,facil,Direito Administrativo,Segurança Jurídica,"De acordo com o Art. 2º, inciso XIII, da Lei n. 9.784/98, a Administração deve buscar a interpretação da norma que melhor garanta o atendimento do fim público a que se dirige, vedada a aplicação retroativa da nova interpretação.
Assinale a alternativa que indica o princípio consagrado por esse dispositivo, em sua parte final.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:52Z
2012-09_32,OBJETIVA,J2,llama321b,medio,Direito Administrativo,Exploração direta de atividade econômica pelo Estado,"Atento à crescente especulação imobiliária, e ciente do sucesso econômico obtido pelas construtoras do País com a construção de imóveis destinados ao público de alta renda, o Estado “X” decide ingressar nesse lucrativo mercado. Assim, edita uma lei autorizando a criação de uma empresa pública e, no mesmo ano, promove a inscrição dos seus atos constitutivos no registro das pessoas jurídicas.
Assinale a alternativa que apresenta a alegação que as construtoras privadas, incomodadas pela concorrência de uma empresa pública, poderiam apresentar.",C,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:53Z
2012-09_33,OBJETIVA,J2,llama321b,medio,Direito Administrativo,Parcerias Público-Privadas (PPP),"Um estado da Federação, em processo de recuperação econômica, pretende restaurar o seu antigo Parque de Esportes, uma enorme área que concentra estádio de futebol, ginásio de esportes coletivos e parque aquático. Não dispondo de recursos para custear a totalidade da obra e nem tendo expertise para promover uma boa gestão do espaço, o Estado pretende firmar um contrato de parceria público-privada, nos moldes da Lei n. 11.079/2004.
Sobre o instituto da Parceria Público-Privada, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:54Z
2012-09_34,OBJETIVA,J2,llama321b,medio,Direito Administrativo,Controle Externo e Tribunal de Contas,"As contas do Prefeito do Município X não foram aprovadas pelo Tribunal de Contas do Estado. Dentre outras irregularidades, apurou-se o superfaturamento em obras públicas.
Sobre o controle exercido pelas Cortes de Contas, assinale a afirmativa correta.",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:55Z
2012-09_35,OBJETIVA,J2,llama321b,medio,Direito Ambiental,Ações Administrativas na Lei Complementar 140/2011,"A Lei Complementar n. 140 de 2011 fixou normas para a cooperação entre os entes da federação nas ações administrativas decorrentes do exercício da competência comum relativas ao meio ambiente. Sobre esse tema, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:55Z
2012-09_36,OBJETIVA,J2,llama321b,medio,Direito Ambiental,Sanções Administrativas,"A respeito da responsabilidade administrativa federal por danos ambientais, regulamentada pelo Decreto n. 6.514/08 e alterado pelo Decreto 6.686/08, assinale a afirmativa correta.",A,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:54:56Z
2012-09_37,OBJETIVA,J2,llama321b,medio,Direito Civil,Ordem de vocação hereditária e meação,"José, viúvo, é pai de Mauro e Mário, possuindo um patrimônio de R$ 300.000,00. Casou-se com Roberta, que tinha um patrimônio de R$ 200.000,00, pelo regime da comunhão universal de bens. José e Roberta tiveram dois filhos, Bruno e Breno.
Falecendo Roberta, a divisão do monte seria a seguinte:",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:57Z
2012-09_38,OBJETIVA,J2,llama321b,facil,Direito Civil,Cláusulas Especiais à Compra e Venda (Preempção),"Marcelo firmou com Augusto contrato de compra e venda de imóvel, tendo sido instituindo no contrato o pacto de preempção. Acerca do instituto da preempção, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:54:57Z
2012-09_39,OBJETIVA,J2,llama321b,medio,Direito Civil,Hipoteca,"De acordo com as regras atinentes à hipoteca, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:58Z
2012-09_40,OBJETIVA,J2,llama321b,dificil,Direito Civil,Alimentos,"Henrique e Natália, casados sob o regime de comunhão parcial de bens, decidiram se divorciar após 10 anos de união conjugal. Do relacionamento nasceram Gabriela e Bruno, hoje, com 8 e 6 anos, respectivamente. Enquanto esteve casada, Natália, apesar de ter curso superior completo, ser pessoa jovem e capaz para o trabalho, não exerceu atividade profissional para se dedicar integralmente aos cuidados da casa e dos filhos.
Considerando a hipótese acima e as regras atinentes à prestação de alimentos, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:54:59Z
2012-09_41,OBJETIVA,J2,llama321b,medio,Direito Civil,Vícios Redibitórios,"Em 12.09.12, Sílvio adquiriu de Maurício, por contrato particular de compra e venda, um automóvel, ano 2011, por R$ 34.000,00 (trinta e quatro mil reais). Vinte dias após a celebração do negócio, Sílvio tomou conhecimento que o veículo apresentava avarias na suspensão dianteira, tornando seu uso impróprio pela ausência de segurança.
Considerando que o vício apontado existia ao tempo da contratação, de acordo com a hipótese acima e as regras de direito civil, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:00Z
2012-09_42,OBJETIVA,J2,llama321b,medio,Direito Civil,Pagamento em Consignação,"Tiago celebrou com Ronaldo contrato de compra e venda de dez máquinas de costura importadas da China. Restou acordado que o pagamento se daria em trinta e seis prestações mensais e consecutivas com reajuste a cada doze meses conforme taxa Selic, a ser efetuado no domicílio do credor. O contrato estabeleceu, ainda, a incidência de juros moratórios, no importe de 2% (dois por cento) do valor da parcela em atraso, e cláusula penal, fixada em 10% (dez por cento) do valor do contrato, em caso de inadimplência. Após o pagamento de nove parcelas, Tiago foi surpreendido com a notificação extrajudicial enviada por Ronaldo, em que se comunicava um reajuste de 30% (trinta por cento) sobre o valor da última parcela paga sob o argumento de que ocorreu elevada desvalorização no câmbio. Tiago não concordou com o reajuste e ao tentar efetuar o pagamento da décima parcela com base no valor inicialmente ajustado teve o pagamento recusado por Ronaldo.
Considerando o caso acima e as regras previstas no Código Civil, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:00Z
2012-09_43,OBJETIVA,J2,llama321b,medio,Direito Civil,Responsabilidade Objetiva e Solidária,"No dia 23 de junho de 2012, Alfredo, produtor rural, contratou a sociedade Simões Aviação Agrícola Ltda., com a finalidade de pulverizar, por via aérea, sua plantação de soja. Ocorre que a pulverização se deu de forma incorreta, ocasionando a perda integral da safra de abóbora pertencente a Nilson, vizinho lindeiro de Alfredo.
Considerando a situação hipotética e as regras de responsabilidade civil, assinale a afirmativa correta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:01Z
2012-09_44,OBJETIVA,J2,llama321b,medio,Direito da Criança e do Adolescente,Autorização para Viagem e Hospedagem,"Juliana, estudante de 17 anos, em comemoração a sua recente aprovação no vestibular de uma renomada universidade, saiu em viagem com Gustavo, seu namorado de 25 anos, funcionário público federal.
Acerca de possíveis intercorrências ao longo da viagem, é correto afirmar que",A,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:02Z
2012-09_45,OBJETIVA,J2,llama321b,medio,Direito da Criança e do Adolescente,Estágio de Convivência,"Acerca do estágio de convivência precedente a adoção, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:03Z
2012-09_46,OBJETIVA,J2,llama321b,medio,Direito do Consumidor,Publicidade Enganosa e Abusiva,"Academia de ginástica veicula anúncio assinalando que os seus alunos, quando viajam ao exterior, podem se utilizar de rede mundial credenciada, presente em 60 países e 230 cidades, sem custo adicional. Um ano após continuamente fazer tal divulgação, vários alunos reclamam que, em quase todos os países, é exigida tarifa de uso da unidade conveniada. A academia responde que a referência ao “sem custo adicional” refere-se à inexistência de acréscimo cobrado por ela, e não de eventual cobrança, no exterior, de terceiro.
Acerca dessa situação, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:03Z
2012-09_47,OBJETIVA,J2,llama321b,medio,Direito do Consumidor,Aplicabilidade do CDC e Revisão Contratual,"A sociedade empresária XYZ Ltda. oferta e celebra, com vários estudantes universitários, contratos individuais de fornecimento de material didático, nos quais garante a entrega, com 25% de desconto sobre o valor indicado pela editora, dos livros didáticos escolhidos pelos contratantes (de lista de editoras de antemão definidas). Os contratos têm duração de 24 meses, e cada estudante compromete-se a pagar valor mensal, que fica como crédito, a ser abatido do valor dos livros escolhidos. Posteriormente, a capacidade de entrega da sociedade diminuiu, devido a dívidas e problemas judiciais. Em razão disso, ela pretende rever judicialmente os contratos, para obter aumento do valor mensal, ou então liberar-se do vínculo.
Acerca dessa situação, assinale a afirmativa correta.",A,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:04Z
2012-09_48,OBJETIVA,J2,llama321b,facil,Direito Empresarial,Subsidiária Integral,"Leia o trecho a seguir.
Companhia cuja totalidade das ações em que se divide o capital pertence a uma sociedade brasileira.
Essa definição refere-se à",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:05Z
2012-09_49,OBJETIVA,J2,llama321b,medio,Direito Empresarial,Sociedade Limitada,"A sociedade limitada encontra-se regulada nos artigos 1052 a 1087 do Código Civil. Para que ela possa atingir sua finalidade, necessita de patrimônio, já que sua personalidade é diversa da personalidade dos sócios. Em relação ao capital e ao patrimônio social desse tipo societário, assinale a afirmativa incorreta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:06Z
2012-09_50,OBJETIVA,J2,llama321b,medio,Direito Empresarial,Duplicata e Princípios Cambiários,"Com relação aos títulos de crédito, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:07Z
2012-09_51,OBJETIVA,J2,llama321b,medio,Direito Empresarial,Classificação de Créditos,"A respeito do processo de falência, assinale a afirmativa correta.",C,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:07Z
2012-09_52,OBJETIVA,J2,llama321b,medio,Direito Civil,Arrendamento Mercantil (Leasing),"Primavera do Leste Arrendamento Mercantil S.A. ajuizou ação de reintegração de posse de bem arrendado à sociedade empresária Vila Bela Distribuidora de Jornais e Revistas Ltda., em face do não pagamento das prestações nos vencimentos. O contrato de arrendamento mercantil prevê resolução de pleno direito em caso de qualquer inadimplemento da arrendatária.
O juiz extinguiu o processo sem resolução de mérito porque",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:08Z
2012-09_53,OBJETIVA,J2,llama321b,medio,Direito Administrativo,Procedimento,"Os Juizados Especiais da Fazenda Pública, órgãos da Justiça comum e integrantes do Sistema dos Juizados Especiais, foram instituídos pela Lei n. 12.153/2009.
Com base nessas disposições, asinale a afirmativa correta.",D,D,True,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:09Z
2012-09_54,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Mandado de Segurança,"Impetrado um mandado de segurança, já sob a égide da Lei n. 12.016/2009, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:10Z
2012-09_55,OBJETIVA,J2,llama321b,medio,Direito Civil,Intervenção de Terceiros,"Considerando a assistência e as demais formas de intervenção de terceiros previstas no Código de Processo Civil, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:10Z
